title,summary,authors,updated,published
"the radiative flavor template at the lhc: lepton non-universality and
  g-2","The Standard Model of Particle Physics and its description of Nature have
been recently challenged by a series of precision measurements performed via
different accelerator machines. Statistically significant anomalies emerged in
the heavy meson physics sector, when measuring the muon magnetic momentum, and
very recently when deducing the mass of the W boson. Here we consider a
radiative extension of the Standard Model devised to be sufficiently versatile
to reconcile the various experimental results while further predicting the
existence of new bosons and fermions with a mass spectrum in the TeV energy
scale. The resulting spectrum is, therefore, within the energy reach of the
proton-proton collisions at the LHC experiments at CERN. The model investigated
here allows to interpolate between composite and elementary extensions of the
Standard Model with emphasis on a new modified Yukawa sector that is needed to
accommodate the anomalies. Focusing on the radiative regime of the model, we
introduce interesting search channels of immediate impact for the ATLAS and CMS
experimental programs such as the associate production of Standard Model
particles with either invisible or long-lived particles. We further show how to
adapt earlier SUSY-motivated searchers of new physics to constrain the spectrum
and couplings of the new scalars and fermions. Overall, the new physics
template simultaneously accounts for the bulk of the observed experimental
anomalies while suggesting a wide spectrum of experimental signatures relevant
for the current LHC experiments.","{'Giacomo Cacciapaglia', 'Francesco Carnevali', 'Alberto Orso Maria Iorio', 'Francesco Sannino', 'Roberta Calabrese', 'Agostino De Iorio', 'Stefano Morisi', 'Antimo Cagnotta'}",2023-04-19T16:24:35Z,2022-10-13 16:15:28+00:00
anomalous coupling studies with intact protons at the lhc,"We describe the reaches on quartic $\gamma \gamma \gamma \gamma$, $\gamma
\gamma WW$, $\gamma \gamma ZZ$, $\gamma \gamma \gamma Z$, $\gamma \gamma t
\bar{t}$ anomalous couplings at the LHC using intact protons in the final state
measured in AFP in ATLAS or PPS in CMS-TOTEM.",{'C. Royon'},2022-10-13T12:58:51Z,2022-10-13 12:58:51+00:00
"dijet azimuthal correlations in p-p and p-pb collisions at forward lhc
  calorimeters","We present a state-of-the-art computation for the production of forward
dijets in proton-proton and proton-lead collisions at the LHC, in rapidity
domains covered by the ATLAS calorimeter and the planned FoCal extension of the
ALICE detector. We use the small-x improved TMD (ITMD) formalism, together with
collinearly improved TMD gluon distributions and full b-space Sudakov
resummation, and discuss nonperturbative corrections due to hadronization and
showers using the Pythia event generator. We observe that forward dijets in
proton-nucleus collisions at moderately low pT are excellent probes of
saturation effects, as the Sudakov resummation does not alter the suppression
of the cross section.","{'S. Sapeta', 'A. van Hameren', 'K. Kutak', 'P. Kotko', 'H. Kakkad', 'P. van Mechelen', 'M. Abdullah Al-Mashad'}",2022-10-26T19:29:55Z,2022-10-12 22:38:36+00:00
"charmonium production in pp collisions at energies available at the cern
  large hadron collider","We have performed a systematic study of J/$\psi$ and $\psi$(2S) production in
p--p collisions at different Large Hadron Collider (LHC) energies and at
different rapidities using the leading order non-relativistic quantum
chromodynamics model of heavy quarkonium production. We have included the
contributions from hiher excited states decaying to J$\psi$ . The calculated
values have been compared with the available data from the four experiments at
LHC, namely ALICE, ATLAS, CMS and LHCb. In the case of ALICE, inclusive
J/$\psi$ and $\psi$(2S) cross-sections have been calculated by including the
feed-down from B mesons using a fixed-order next-to-leading logarithm
formalism. It is found that all the experimental cross-sections are well
described for $p_{\rm T} >$ 3 GeV within the theoretical uncertainties arising
due to the choices of the factorization and renormalization scales.","{'Mahatsab Mandal', 'Pradip Roy', 'Biswarup Paul', 'Sukalyan Chattapadhyay'}",2022-10-10T09:32:59Z,2022-10-10 09:32:59+00:00
new features in the differential cross sections measured at the lhc,"The critical analysis of the new experimental data obtained by the ATLAS
Collaboration group at 13 TeV is presented and the problem of the tension
between data of the ATLAS and TOTEM Collaboration is considered.
  The analysis of new effects discovered on the basis of experimental data at
13 TeV \cite{osc13,fd13} and associated with the specific properties of the
hadron potential at large distances is carried out
  taking account of all sets of experimental data on elastic $pp$-scattering
obtained by the TOTEM and ATLAS Collaborations in a wide momentum transfer
region. It also gives quantitative descriptions of all examined experimental
data with a minimum of fitting parameters. It is shown that the new features
determined at a high statistical level give an important contribution to the
differential cross sections and allow the research into hadron interactions at
large distances.",{'O. V. Selyugin'},2023-03-04T20:39:01Z,2022-10-06 15:00:58+00:00
"linear scaling of lepton charge asymmetry in $w^\pm$ production in
  ultra-relativistic nuclear collisions","The lepton charge asymmetry in $W^\pm$ production in the nuclear collisions
at $\sqrt{s_{\rm NN}}=5.02$ TeV is investigated with a parton and hadron
cascade model PACIAE. Recently published ALICE and the ATLAS data of lepton
charge asymmetry are well reproduced. An interesting linear scaling behavior is
observed in the lepton charge asymmetry as a function of the collision system
valence quark number asymmetry among the different size of nuclear collision
systems at $\sqrt{s_{\rm NN}}=5.02$ TeV. This linear scaling behavior may serve
as an additional constraint on the PDF (nPDF) extractions.","{'Liang Zheng', 'Dai-Mei Zhou', 'Xiao-Ming Zhang', 'Du-Juan Wang', 'Xiao-Mei Li', 'An-Ke Lei', 'Gang Chen', 'Yu-Liang Yan', 'Ben-Hao Sa', 'Xu Cai'}",2022-10-22T18:24:16Z,2022-10-05 17:39:02+00:00
"the higgs condensate as a quantum liquid: a critical comparison with
  observations","The triviality of four-dimensional scalar quantum field theories poses
challenging problems to the usually adopted perturbative implementation of the
Higgs mechanism. In the first part of the paper we compare the triviality
scenario and the renormalised two-loop perturbation theory to precise and
extensive results from non-perturbative numerical simulations of the real
scalar field theory on the lattice. The proposal of triviality and spontaneous
symmetry breaking turns out to be in good agreement with numerical simulations,
while the renormalised perturbative approach seems to suffer significant
deviations from the numerical simulation results. In the second part of the
paper we try to illustrate how the triviality of four-dimensional scalar field
theory leads, nevertheless, to the spontaneous symmetry breaking in the scalar
sector of the Standard Model. We show how triviality allows us to develop a
physical picture of the Higgs mechanism in the Standard Model. We suggest that
the Higgs condensate behave like a relativistic quantum liquid leading to the
prevision of two Higgs bosons. The light Higgs boson resembles closely the new
LHC narrow resonance at 125 GeV. The heavy Higgs boson is a rather broad
resonance with mass of about 730 GeV. We critically compare our proposal to the
complete LHC Run 2 data collected by the ATLAS and CMS Collaborations. We do
not find convincingly evidences of the heavy Higgs boson in the ATLAS datasets.
On the other hand, the CMS full Run 2 data display evidences of a heavy Higgs
boson in the main decay modes $H \rightarrow WW$, while in the preliminary Run
2 data there are hints of the decays $H \rightarrow ZZ$ in the golden channel.
We also critically discuss plausible reasons for the discrepancies between the
two LHC experiments.",{'Paolo Cea'},2023-08-09T06:38:02Z,2022-10-03 17:32:22+00:00
laboratory-frame tests of quantum entanglement in $h \to ww$,"Quantum entanglement between the two $W$ bosons resulting from the decay of a
Higgs boson may be investigated in the dilepton channel $H \to WW \to \ell \nu
\ell \nu$ using laboratory-frame observables that only involve the charged
leptons $\ell=e,\mu$. The dilepton invariant mass distribution, already
measured by the ATLAS and CMS Collaborations at the LHC, can be used to observe
the quantum entanglement of the $WW$ pair with a statistical sensitivity of
$7\sigma$ with Run 2 data, and of $6\sigma$ when including theoretical
systematics. As a by-product, the relation between $W$ rest frame
(four-dimensional) angular distributions, $H \to WW$ decay amplitudes, and spin
correlation coefficients, is written down.",{'J. A. Aguilar-Saavedra'},2023-04-27T06:21:44Z,2022-09-28 12:22:12+00:00
spectrum of the s-wave fully-heavy tetraquark states,"In present work, spectrum of the $S$-wave fully-heavy tetraquark states
$QQ\bar{Q}\bar{Q}$ ($Q=c,b$), i.e., $cc\bar{c}\bar{c}$, $bb\bar{b}\bar{b}$,
$cc\bar{b}\bar{b}$/$bb\bar{c}\bar{c}$, $bc\bar{c}\bar{c}$/ $cc\bar{b}\bar{c}$,
$bb\bar{c}\bar{b}$/$cb\bar{b}\bar{b}$, and $bc\bar{b}\bar{c}$ are
systematically investigated within an nonrelativistic constituent quark model,
in which the Instanton-induced and one-gluon-exchange interactions are taken
into account as the residual spin-dependent hyperfine interaction. Our results
show that the states with $cc\bar{c}\bar{c}$ and $bb\bar{b}\bar{b}$ components
could be located around $ 6500$ MeV and $ 19200$ MeV, respectively. Based on
our calculations, the new $X(6900)$ state observed by LHCb may be not a ground
$cc\bar{c}\bar{c}$ tetraquark state, while it could be an orbitally or radially
excited state of $cc\bar{c}\bar{c}$ system. On the other hand, the recently
reported $X(6600)$ state by CMS and ATLAS can be explained as a ground
$cc\bar{c}\bar{c}$ tetraquark state with spin-parity $J^{PC} =0^{++}$.","{'Jin-Bao Wang', 'Chun-Sheng An', 'Gang Li', 'Jie Zhang', 'Ju-Jun Xie', 'Cheng-Rong Deng'}",2022-12-13T02:33:51Z,2022-09-28 06:24:48+00:00
"drell-yan production in third-generation gauge vector leptoquark models
  at nlo+ps in qcd","Motivated by the long-standing hints of lepton-flavour non-universality in
the $b \to c \ell \nu$ and $b \to s \ell^+ \ell^-$ channels, we study Drell-Yan
ditau production at the Large Hadron Collider (LHC). In the context of models
with third-generation gauge vector leptoquarks (LQs), we calculate the complete
${\cal O} (\alpha_s)$ corrections to the $pp \to \tau^+ \tau^-$ process,
achieving next-to-leading order (NLO) plus parton shower (NLO$+$PS) accuracy
using the POWHEG method. We provide a dedicated Monte Carlo code that evaluates
the NLO QCD corrections on-the-fly in the event generation and use it to study
the numerical impact of NLO$+$PS corrections on the kinematic distributions
that enter the existing experimental searches for non-resonant ditau final
states. Based on our phenomenological analysis we derive NLO accurate
constraints on the masses and couplings of third-generation gauge vector LQs
using the latest LHC ditau search results corresponding to an integrated
luminosity of around $140 \, {\rm fb}^{-1}$ of proton-proton collisions at
$\sqrt{s} = 13 \, {\rm TeV}$. The presented NLO$+$PS generator allows for an
improved signal modelling, making it an essential tool for future ATLAS and CMS
searches for vector LQs in $\tau^+ \tau^-$ final states at LHC Run III and
beyond.","{'Ulrich Haisch', 'Stefan Schulte', 'Luc Schnell'}",2023-02-10T16:42:56Z,2022-09-26 15:42:37+00:00
